Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-10-30 09:00:23,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:24,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:00:25,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:00:26,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:00:27,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:00:28,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:00:29,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:00:30,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:00:31,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:00:32,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:00:33,0.26382,1.99560,1.99560,0.00000
2022-10-30 09:00:34,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:35,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:00:36,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:00:37,0.25126,1.95192,1.95192,0.00000
2022-10-30 09:00:38,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:39,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:00:40,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:00:41,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:00:42,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:00:43,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:00:44,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:00:45,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:46,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:47,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:48,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:00:49,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:00:50,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:00:51,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:52,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:53,0.25500,1.96493,1.96493,0.00000
2022-10-30 09:00:54,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:00:55,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:00:56,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:00:57,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:58,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:00:59,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:01:00,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:01,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:01:02,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:01:03,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:01:04,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:05,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:06,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:07,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:01:08,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:01:09,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:10,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:11,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:01:12,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:13,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:14,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:15,0.25000,1.94755,1.94755,0.00000
2022-10-30 09:01:16,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:01:17,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:01:18,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:01:19,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:01:20,0.26250,1.99101,1.99101,0.00000
2022-10-30 09:01:21,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:01:22,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:23,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:01:24,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:25,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:26,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:27,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:01:28,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:29,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:01:30,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:01:31,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:32,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:01:33,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:01:34,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:01:35,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:36,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:37,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:01:38,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:01:39,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:40,0.26250,1.99101,1.99101,0.00000
2022-10-30 09:01:41,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:01:42,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:43,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:44,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:01:45,0.27020,2.01780,2.01780,0.00000
2022-10-30 09:01:46,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:47,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:48,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:01:49,0.26250,1.99101,1.99101,0.00000
2022-10-30 09:01:50,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:01:51,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:01:52,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:53,0.25126,1.95192,1.95192,0.00000
2022-10-30 09:01:54,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:55,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:01:56,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:01:57,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:01:58,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:01:59,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:02:00,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:02:01,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:02,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:02:03,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:04,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:02:05,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:02:06,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:07,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:08,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:09,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:10,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:11,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:12,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:13,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:14,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:15,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:16,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:02:17,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:18,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:19,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:20,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:21,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:22,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:23,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:24,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:02:25,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:26,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:27,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:02:28,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:02:29,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:30,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:02:31,0.25250,1.95624,1.95624,0.00000
2022-10-30 09:02:32,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:33,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:34,0.25500,1.96493,1.96493,0.00000
2022-10-30 09:02:35,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:36,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:37,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:02:38,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:39,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:40,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:41,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:42,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:02:43,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:44,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:45,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:02:46,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:47,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:48,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:49,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:50,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:51,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:02:52,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:53,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:02:54,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:02:55,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:56,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:02:57,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:02:58,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:02:59,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:00,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:01,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:03:02,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:03,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:03:04,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:05,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:06,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:03:07,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:03:08,0.25253,1.95633,1.95633,0.00000
2022-10-30 09:03:09,0.25500,1.96493,1.96493,0.00000
2022-10-30 09:03:10,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:11,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:12,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:13,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:14,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:15,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:16,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:17,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:18,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:19,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:20,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:21,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:22,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:23,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:24,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:25,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:26,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:03:27,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:03:28,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:29,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:30,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:31,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:32,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:33,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:34,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:35,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:03:36,0.26884,2.01308,2.01308,0.00000
2022-10-30 09:03:37,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:38,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:39,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:40,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:03:41,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:03:42,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:43,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:44,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:45,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:46,0.25253,1.95633,1.95633,0.00000
2022-10-30 09:03:47,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:48,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:49,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:03:50,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:51,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:03:52,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:53,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:54,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:03:55,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:03:56,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:57,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:03:58,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:03:59,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:00,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:01,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:02,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:03,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:04,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:05,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:04:06,0.26250,1.99101,1.99101,0.00000
2022-10-30 09:04:07,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:04:08,0.26382,1.99560,1.99560,0.00000
2022-10-30 09:04:09,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:10,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:04:11,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:12,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:13,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:14,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:15,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:16,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:17,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:04:18,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:19,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:20,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:21,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:04:22,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:23,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:04:24,0.25126,1.95192,1.95192,0.00000
2022-10-30 09:04:25,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:26,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:04:27,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:28,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:29,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:30,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:31,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:32,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:33,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:34,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:04:35,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:04:36,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:37,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:38,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:04:39,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:40,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:41,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:42,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:04:43,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:44,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:45,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:46,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:47,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:04:48,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:49,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:50,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:51,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:52,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:04:53,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:04:54,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:55,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:04:56,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:04:57,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:04:58,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:04:59,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:00,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:01,0.25505,1.96511,1.96511,0.00000
2022-10-30 09:05:02,0.25250,1.95624,1.95624,0.00000
2022-10-30 09:05:03,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:05:04,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:05,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:06,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:05:07,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:05:08,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:09,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:10,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:11,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:12,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:13,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:14,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:05:15,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:16,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:17,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:05:18,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:19,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:20,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:05:21,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:22,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:05:23,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:24,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:25,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:26,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:27,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:28,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:29,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:30,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:31,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:32,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:33,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:34,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:05:35,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:36,0.26250,1.99101,1.99101,0.00000
2022-10-30 09:05:37,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:38,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:39,0.25377,1.96065,1.96065,0.00000
2022-10-30 09:05:40,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:41,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:05:42,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:05:43,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:44,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:45,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:46,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:05:47,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:48,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:49,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:50,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:51,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:52,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:05:53,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:05:54,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:55,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:56,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:57,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:05:58,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:05:59,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:00,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:01,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:02,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:03,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:04,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:06:05,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:06,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:07,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:08,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:09,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:10,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:11,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:12,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:13,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:14,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:06:15,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:16,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:17,0.25500,1.96493,1.96493,0.00000
2022-10-30 09:06:18,0.25505,1.96511,1.96511,0.00000
2022-10-30 09:06:19,0.27250,2.02579,2.02579,0.00000
2022-10-30 09:06:20,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:21,0.26250,1.99101,1.99101,0.00000
2022-10-30 09:06:22,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:06:23,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:24,0.25500,1.96493,1.96493,0.00000
2022-10-30 09:06:25,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:26,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:27,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:28,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:29,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:30,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:31,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:32,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:33,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:34,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:35,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:36,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:37,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:06:38,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:39,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:06:40,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:41,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:42,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:43,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:44,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:45,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:46,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:47,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:48,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:06:49,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:50,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:51,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:06:52,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:53,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:54,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:06:55,0.25250,1.95624,1.95624,0.00000
2022-10-30 09:06:56,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:57,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:06:58,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:06:59,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:00,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:07:01,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:07:02,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:03,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:07:04,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:07:05,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:07:06,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:07:07,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:07:08,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:07:09,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:07:10,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:11,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:12,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:13,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:07:14,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:15,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:07:16,0.26000,1.98232,1.98232,0.00000
2022-10-30 09:07:17,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:18,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:07:19,0.25879,1.97813,1.97813,0.00000
2022-10-30 09:07:20,0.25628,1.96939,1.96939,0.00000
2022-10-30 09:07:21,0.26131,1.98686,1.98686,0.00000
2022-10-30 09:07:22,0.26010,1.98267,1.98267,0.00000
2022-10-30 09:07:23,0.25750,1.97363,1.97363,0.00000
2022-10-30 09:07:24,0.25758,1.97389,1.97389,0.00000
2022-10-30 09:07:25,0.25879,1.97813,1.97813,0.00000
